GMID,Market,PRODUCT_FAMILY,DOSAGE_STRENGTH,MATERIAL_TYPE,LSD_STATUS,MCO_SEGMENTATION,STRATEGY_SEGMENTATION,SMART_SEGMENTATION
120043,TH,12,100 MG/20 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170006,IT,17,35 MG,FG,No,Top MCO,Platinum,Secure
150020,QA,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
800034,DE,8,400 IU,FG,No,Top MCO,Gold,Secure
160024,EE,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170029,GB,17,5 MG,FG,No,Top MCO,Auto Piloted,Secure
800021,BA,8,400 IU,FG,No,Regular MCO,Gold,Secure
800028,DZ,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
100017,HK,1,500 IU,FG,No,Regular MCO,Gold,Secure
400030,JP,4,1 KIU,FG,Local,Top MCO,Platinum,Secure
110013,SA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130038,GR,13,4 MG/1 ML,FG,No,Major MCO,Auto Piloted,Secure
160008,GB,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
150064,GB,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
170097,PE,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
800072,MA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160025,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160026,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150067,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800006,HK,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
160027,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
600049,NL,6,100 IU/1 ML,FG,No,Top MCO,Auto Piloted,Secure
160028,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
100037,AU,1,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
160068,BG,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
100021,DE,1,1 KIU,FG,No,Top MCO,Gold,Secure
130017,CN,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
160029,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150067,CA,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
130026,BE,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
160030,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
900004,US,9,6 MG/3 ML,FG,No,Top MCO,Platinum,Secure
110001,UA,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
160031,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160060,RU,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
110012,NO,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170003,MY,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
150043,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
160029,FR,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160005,DE,16,100 MG/5 ML,FG,No,Top MCO,Gold,Supply Growth
150048,US,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
110040,ME,11,50 MG,FG,No,Regular MCO,Gold,Secure
400072,NL,4,2 KIU,FG,No,Top MCO,Auto Piloted,Secure
150001,UN,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160032,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110027,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150028,TW,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
800030,SE,8,400 IU,FG,No,Top MCO,Platinum,Secure
150099,OM,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
120005,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
700011,TW,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
170094,HR,17,5 MG/1 ML,FG,Global,Regular MCO,Platinum,Secure
160033,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150237,AU,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160072,DE,16,MEDICAL SUPPLIES,FG,No,Top MCO,Platinum,Supply Growth
150255,US,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
600003,US,6,"2,9 MG/5 ML",FG,No,Top MCO,Platinum,Secure
100053,KR,1,500 IU,FG,No,Major MCO,Auto Piloted,Secure
110042,MA,11,50 MG/10 ML,FG,Global,Regular MCO,Platinum,Secure
140043,SK,14,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
300004,SP,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
160071,CN,16,1400 MG/10 ML,FG,No,Top MCO,Platinum,Supply Growth
160034,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110025,GB,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110064,TR,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
160035,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170009,LT,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
130013,TH,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
170019,QA,17,35 MG,FG,No,Regular MCO,Gold,Secure
150110,BH,15,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Supply Growth
120002,TR,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800040,FI,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140069,HR,14,"150 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
110016,ZA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160036,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
170003,PA,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
160037,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
600015,M6,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
160021,NL,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
600032,NA,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
300001,UA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
700017,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
160037,MX,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800040,SD,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110027,FI,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160046,BE,16,100 MG/5 ML,FG,No,Top MCO,Platinum,Supply Growth
170048,UN,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
100056,TH,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
120022,AR,12,100 MG/10 ML,FG,Global,Regular MCO,Platinum,Supply Growth
600031,0,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110015,CZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
300006,US,3,11 MG,FG,Global,Top MCO,Platinum,Secure
130003,OM,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
160038,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160038,MX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140045,FR,14,"150 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
160039,AE,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
160031,GR,16,500 MG/25 ML,FG,Global,Major MCO,Platinum,Supply Growth
110014,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170098,UA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110024,AT,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110038,DO,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150119,MT,15,300 MG/2 ML,FG,No,Regular MCO,Platinum,Supply Growth
200011,JP,2,4000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
800036,0,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110057,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
600031,SG,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
160039,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160039,SG,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
170019,HR,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800040,IQ,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160040,AE,16,500 MG/25 ML,FG,No,Regular MCO,Gold,Supply Growth
150070,PA,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170009,EC,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800075,AT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800035,CN,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
120002,UN,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
900006,US,9,6 MG/3 ML,FG,No,Top MCO,Platinum,Secure
170031,DE,17,5 MG,FG,No,Top MCO,Gold,Secure
170094,NA,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110058,UN,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160040,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110040,MA,11,50 MG,FG,No,Regular MCO,Gold,Secure
170007,0,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
160025,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160040,SG,16,500 MG/25 ML,FG,No,Regular MCO,Gold,Supply Growth
110020,CH,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150014,NZ,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700021,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
300022,DE,3,10 MG,FG,No,Top MCO,Gold,Secure
160041,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800012,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150010,KR,15,300 MG/2 ML,FG,Global,Major MCO,Platinum,Supply Growth
150163,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
300007,NO,3,10 MG,FG,No,Top MCO,Platinum,Secure
120023,VN,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140077,HK,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
110058,SI,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160037,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700027,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800060,PY,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150062,SE,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
160042,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
400036,DE,4,500 IU,FG,No,Top MCO,Gold,Secure
700021,LT,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
100017,SG,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
150145,BE,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
160043,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
400005,CO,4,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
150006,UY,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800040,SP,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160043,HU,16,100 MG/5 ML,FG,Global,Major MCO,Platinum,Supply Growth
150098,LY,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
100004,US,1,3 KIU,FG,No,Top MCO,Auto Piloted,Secure
160044,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110026,PH,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130002,HR,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800001,RU,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170009,IT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160044,HU,16,500 MG/25 ML,FG,Global,Major MCO,Platinum,Supply Growth
160047,SG,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800001,FI,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110016,BD,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160037,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170012,IT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
170026,CL,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
160048,SG,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140067,DB,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
110008,AT,11,50 MG,FG,Global,Top MCO,Platinum,Secure
160050,SG,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
170013,IT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
700043,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150226,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
160051,SG,16,500 MG/25 ML,FG,Global,Regular MCO,Platinum,Supply Growth
140022,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
150083,0,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800044,QA,8,400 IU,FG,No,Regular MCO,Gold,Secure
200025,US,2,2000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
170101,TH,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
700040,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170019,DZ,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
200007,JP,2,500 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
700035,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
130003,EG,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
150079,SI,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
160061,CN,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
150229,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140026,NE,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800023,BE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
160064,CN,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
100058,NL,1,250 IU,FG,No,Top MCO,Auto Piloted,Secure
160067,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110024,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150018,TL,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160067,EE,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700010,AT,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140044,NA,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800077,PK,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800005,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
110019,SP,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160067,HU,16,500 MG/25 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
170005,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110040,AL,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160068,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
700002,ME,7,84 MG,FG,No,Regular MCO,Gold,Secure
160068,EE,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160068,HU,16,100 MG/5 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
300003,DK,3,10 MG,FG,Global,Top MCO,Platinum,Secure
600054,0,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
160069,AE,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
150011,TL,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150039,GR,15,"200 MG/1,14 ML",FG,No,Major MCO,Auto Piloted,Supply Growth
150213,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150042,SE,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
160069,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150030,RO,15,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Supply Growth
150030,CN,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
140076,TH,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
150136,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
900010,EG,9,6 MG/3 ML,FG,No,Major MCO,Auto Piloted,Secure
800046,FR,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800001,UY,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160069,QA,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
130014,SE,13,4 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
110038,CA,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160069,SA,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
800026,AT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170011,CS,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150211,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
600056,NA,6,500 IU/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
200019,US,2,250 IU,SF,No,Top MCO,Auto Piloted,Supply Growth
160069,SG,16,100 MG/5 ML,FG,No,Regular MCO,Gold,Supply Growth
160070,AE,16,500 MG/25 ML,FG,No,Regular MCO,Gold,Supply Growth
170017,IT,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160070,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150050,SI,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110025,CS,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160070,QA,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150098,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800075,GR,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
160036,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110014,HU,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
150064,BE,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
110061,RU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160070,SA,16,500 MG/25 ML,FG,No,Regular MCO,Gold,Supply Growth
160074,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600012,SP,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
170018,GB,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110028,FR,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160070,SG,16,500 MG/25 ML,FG,No,Regular MCO,Gold,Supply Growth
150044,FR,15,"100 MG/0,67 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
800046,SV,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130025,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
170090,AE,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
160071,RU,16,1400 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160072,RU,16,MEDICAL SUPPLIES,FG,No,Regular MCO,Auto Piloted,Supply Growth
600047,FR,6,100 IU/1 ML,FG,No,Top MCO,Auto Piloted,Secure
160074,DE,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150032,SI,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110026,BE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160025,FR,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160074,MX,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
140028,FR,14,"150 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
160068,0,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110003,JP,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
800043,VE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160075,DE,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
160075,MX,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
160001,QA,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700038,DE,7,84 MG,FG,No,Top MCO,Gold,Secure
110019,TH,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170002,CO,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
800021,JA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
600031,CS,6,100 IU/1 ML,FG,No,Regular MCO,Gold,Secure
150202,CH,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
110057,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160003,CN,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
700030,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170002,PA,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
600005,VN,6,500 IU/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800031,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170003,CA,17,5 MG/1 ML,FG,No,Top MCO,Platinum,Secure
170003,ID,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800014,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800021,TL,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
400068,SE,4,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
170003,MX,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
160019,CN,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
300007,IE,3,10 MG,FG,Global,Top MCO,Platinum,Secure
140033,0,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170093,LT,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
140057,DB,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170003,SG,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
600031,CA,6,100 IU/1 ML,FG,No,Top MCO,Auto Piloted,Secure
800075,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110004,CH,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
150045,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
170003,US,17,5 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
130006,IN,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
110019,PE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700040,DE,7,84 MG,FG,No,Top MCO,Gold,Secure
170005,CO,17,5 MG/1 ML,FG,Global,Regular MCO,Platinum,Secure
160018,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170009,CI,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800050,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
170007,DE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
100059,EX,1,3 KIU,FG,No,Regular MCO,Auto Piloted,Secure
150030,LV,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
170014,BE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
700004,GB,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
170007,IE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
170007,NL,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
150221,SD,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
140005,RU,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170007,RU,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150046,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
170052,MY,17,35 MG/7 ML,FG,Global,Regular MCO,Platinum,Secure
110001,SP,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
170093,TR,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
170040,GB,17,5 MG,FG,Global,Top MCO,Platinum,Secure
100026,EX,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
170008,DE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
700023,CN,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800031,TW,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170060,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
800074,DO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170008,IE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
800074,HR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170008,NL,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160022,DB,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170009,FR,17,35 MG,FG,Global,Top MCO,Platinum,Secure
600032,PA,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
170090,TW,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
130010,IE,13,4 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
800020,PY,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800060,CN,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170009,HU,17,35 MG,FG,No,Major MCO,Auto Piloted,Secure
170092,BA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
170021,CA,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
170009,IE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
170017,CO,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
170009,NL,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110025,DK,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170009,UA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
170010,DE,17,35 MG,FG,Global,Top MCO,Platinum,Secure
170010,IE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
800037,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
